data,description,source,link,Image_link,similar_images
2020-02-06T07:05:19-08:00,"The Senate impeachment trial of President Trump ended not with a bang but a whimper. What different outcome could one expect from a trial without so much as a single witness, a single document, any cross-examination or a defendant respectful enough to show up? Law students are taught early on that a trial is not a grudge match or an ordeal; it is a search for the truth. Trial",foxnews,https://www.foxnews.com/opinion/judge-andrew-napolitano-despite-his-impeachment-trial-acquittal-trump-clearly-guilty-of-a-high-crime,https://media2.foxnews.com/BrightCove/694940094001/2020/01/30/694940094001_6128244045001_6128244336001-vs.jpg,"[55, 211, 19]"
2020-01-16T07:13:03-08:00,President Trump knew exactly what was going on.,buzzfeednews,https://www.buzzfeednews.com/article/emmaloop/lev-parnas-giuliani-trump-notes-texts-impeachment,"https://img.buzzfeed.com/buzzfeed-static/static/2020-01/15/1/enhanced/630de5f85769/original-225-1579050878-2.jpg?crop=1244:651;0,89%26downsize=1250:*","[56, 211, 19]"
2019-12-26T06:02:18-08:00,"The Democrats' partisan impeachment push is getting even more interesting. It was revealed on Monday that House Democrats are considering adding additional articles of impeachment against President Donald Trump, Fox News reported. The revelation came about when a lawyer for the House Judiciary Committee Democrats filed a brief with the D.C. Circuit Court of Appeals, arguing",townhall,https://townhall.com/tipsheet/bethbaumann/2019/12/23/house-democrats-are-contemplating-adding-new-articles-of-impeachment-n2558474,https://media.townhall.com/cdn/hodl/2019/339/347d827a-125d-473d-b398-b354cf216983.jpg,"[57, 198, 19]"
2020-09-09T21:07:10-07:00,"The new bombshell report from The Atlantic’s Jeffrey Goldberg, reporting that President Donald Trump had repeatedly disparaged fallen U.S. troops as “losers” and “suckers,” has now been confirmed by a rather unexpected media voice: Fox News national security correspondent Jennifer Griffin. This latest confirmation comes after Fox’s previous coverage of the story continually",mediamatters,https://www.mediamatters.org/fox-news/fox-news-reporter-confirmed-atlantics-story-about-trump-insulting-fallen-troops-fox-hosts,https://cloudfront.mediamatters.org/static/uploader/image/2018/08/23/Trump-Legal-Defense-Television-Pundits.png,"[58, 95, 198]"
2019-10-31T07:39:58-07:00,"The U.S. military raid resulting in the death of Islamic State founder Abu Bakr al-Baghdadi also yielded an array of valuable intelligence concerning the militant group and its top leaders, defense officials said, providing details that likely will lead to future operations. The Defense officials and Pentagon leaders on Monday wouldn’t detail the intelligence recovered on",wsj,https://www.wsj.com/articles/u-s-recovered-valuable-intelligence-in-baghdadi-raid-11572301388,https://s.wsj.net/img/meta/wsj-social-share.png,"[19, 30, 3]"
2020-02-06T07:15:50-08:00,"President Trump on Wednesday tweeted a video showing him running for president indefinitely minutes after the Senate voted to acquit him on allegations he abused his power and obstructed Congress. The video, which Trump has shared before, plays on a Time magazine cover from October 2018 that showed campaign signs showing Trump running for office every four years from 2024",thehill,https://thehill.com/homenews/administration/481728-after-senate-acquittal-trump-tweets-video-showing-him-running-for,https://thehill.com/wp-content/uploads/sites/2/2020/02/trumpdonaldsotu_020420getty.jpg?w=1280,"[60, 198, 172]"
2022-07-20T12:44:42-07:00,"The Capitol insurrection was based on a lie about the 2020 election. And for a whole year now, the insurrection itself has been lied about. Donald Trump supporters' violent attack on the Capitol has been the subject of a dishonesty campaign that began amid the fog of January 6 and escalated even as the facts became clearer. Trump, some right-wing media figures and some",cnn,https://www.cnn.com/2022/01/04/politics/fact-check-capitol-insurrection-january-6-lies/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/211105100656-02-jan-6-riot.jpg?q=x_3,y_6,h_1684,w_2993,c_crop/w_800","[61, 19, 3]"
2020-11-05T07:00:07-08:00,"Let’s be real. Goliath was never going to let David breeze through the rematch. The provinces, for whom President Trump is an instrument, not an end in himself, were never going to have an easy time winning the 2020 election against the amassed might of the Democratic Party, the “Fake News” media and allied pollsters, Big Tech, woke billionaires and the celebrity class, who",nypost,https://nypost.com/2020/11/04/biden-may-steal-an-election-for-the-elitists-but-dems-will-regret-it-devine/,https://nypost.com/wp-content/uploads/sites/2/2020/11/BidenHarris.jpg?quality=75&amp;strip=all&amp;w=1024,"[62, 230, 19]"
2018-10-04T14:16:41-07:00,The so-called “new NAFTA” is mainly what Canada and Mexico agreed to in the Trans-Pacific Partnership agreement — which Trump threw out after taking office.,huffingtonpost,https://www.huffingtonpost.com/entry/trump-obama-trade-deal_us_5bb292b9e4b00fe9f4f99ec7,https://img.huffingtonpost.com/asset/5bb293592200004301db9fec.jpeg?cache=fIdzjQn0Wj&amp;ops=1200_630,"[63, 19, 3]"
2022-08-16T10:11:46-07:00,"filter team,",cbsnews,https://www.cbsnews.com/news/donald-trump-passports-fbi-search-mar-a-lago/,https://assets1.cbsnewsstatic.com/hub/i/r/2022/08/16/422b163f-0444-4f48-8c9a-86c4657aa51b/thumbnail/1200x630g2/a696c44a1fce01073b8a21200dd7567e/gettyimages-1414013744.jpg,"[64, 198, 94]"
2020-09-30T08:07:54-07:00,"Fox News host Chris Wallace, a registered Democrat, faced intense backlash on Tuesday night for what was widely deemed as bias in the debate in the favor of Democrat Joe Biden and against Republican President Donald Trump. One of the issues that Wallace was called out for the most was how he appeared to let Biden interrupt Trump but would jump in to interrupt Trump when Trump",dailywire,https://www.dailywire.com/news/chris-wallace-faces-intense-backlash-including-from-colleagues-over-bias-during-debate,https://dw-wp-production.imgix.net/2020/09/Chris-Wallace-scaled.jpg?w=1200&amp;h=800&amp;ixlib=react-9.3.0,"[65, 121, 172]"
2018-06-21T14:43:37-07:00,The policy is real. And Democrats aren’t to blame—Donald Trump is.,vanityfair,https://www.vanityfair.com/news/2018/06/trump-administration-family-separation-policy-border,"https://media.vanityfair.com/photos/5b27e8bf0341dd3d59e089fd/16:9/w_1280,c_limit/Trump-Border-Patrol-Family-Separation.jpg","[66, 230, 211]"
2018-06-14T14:28:52-07:00,This week was a very good week for peace in the Pacific.,washingtontimes,https://www.washingtontimes.com/news/2018/jun/13/we-should-relish-donald-trumps-successful-meeting-/,https://twt-thumbs.washtimes.com/media/image/2018/06/13/trump_kim_summit_47406_c0-0-5008-2921_s1200x700.jpg?29fcfa6a322259426069ad1241ce9770f27984bf,"[67, 19, 3]"
2019-05-10T07:06:23-07:00,"In renewing a threat to sharply raise tariffs this week on hundreds of billions of dollars worth of goods from China, President Trump said in a tweet on Sunday that the levies have had little impact on U.S. consumers -- it is the Chinese who are bearing the brunt of the trade war between the world's two biggest economies, he claimed.",cbsnews,https://www.cbsnews.com/news/trump-tariffs-on-china-us-consumers-and-businesses-feel-impact-of-trade-war/,https://assets1.cbsnewsstatic.com/hub/i/r/2019/05/06/91c26f55-93d2-40fa-b1d1-369bbf343389/thumbnail/1200x630/99f9bfea8f10bd77892838d49a0fcf12/gettyimages-1040176428.jpg,"[68, 211, 19]"
2018-11-15T12:39:41-08:00,The fakest news in town is that the president is mad at a preening TV reporter who’s great for ratings.,politico,https://www.politico.com/magazine/story/2018/11/13/donald-trump-jim-acosta-222463,https://static.politico.com/f5/ac/23591dc748d6a41d166f820bec81/181113-donald-trump-gtty-773.jpg,"[69, 19, 3]"
2019-11-12T07:20:08-08:00,"The U.S. Supreme Court hears arguments Tuesday in a highly anticipated set of cases that threatens the legal status of some 700,000 young immigrants — often called DREAMers — who were brought to the U.S. illegally as children. It's a program that President Trump tried to rescind seven months after taking office, only to have the lower courts block his action.",npr,https://www.npr.org/2019/11/12/776556916/daca-recipients-look-to-supreme-court-for-hope,https://media.npr.org/assets/img/2019/11/11/ap_19255333729299_wide-9b9c0d3f018d436ad4498f918691329a07f30a0c-s1400-c100.jpg,"[70, 19, 3]"
2022-05-12T01:50:41-07:00,"Tomorrow, the Supreme Court will hear three consolidated cases challenging the Trump administration's decision to rescind DACA, an Obama administration policy suspending deportation of some 800,000 undocumented immigrants who came to the United States as children. DACA allows such migrants (often referred to as &quot;dreamers,&quot; after the Dream Act, which failed to pass Congress) to",reason,https://reason.com/2019/11/11/why-daca-is-legal/,https://d2eehagpk5cl65.cloudfront.net/img/q60/uploads/2019/11/DACA.jpg,"[71, 19, 3]"
2017-08-10T16:14:49-07:00,"President Trump on Thursday ramped up his war of words against North Korea over its nuclear program, saying his warning of “fire and fury” against the rogue nation “may not be tough enough.”",thehill,http://thehill.com/homenews/administration/346087-trump-maybe-threat-on-north-korea-wasnt-tough-enough,https://thehill.com/wp-content/uploads/sites/2/2017/08/trumpdonald_pencemike08102017getty.jpg?w=1280,"[72, 51, 175]"
2022-08-10T14:01:06-07:00,"Republicans are up in arms over the FBI's raid of President Trump's home, and they're pressuring the Department of Justice to explain the reasons for the search. They're also calling for investigations into the FBI and the DOJ.   The FBI's unprecedented targeting of a former president by his successor's administration is fueling speculation about the 2024 presidential race.",cbn,https://www1.cbn.com/cbnnews/politics/2022/august/coordinated-attack-by-democrats-trump-responds-to-fbi-raid-on-mar-a-lago-allies-urge-run-in-2024,https://www2.cbn.com/sites/default/files/brightcove/videos/images/thumbnails/_v1_jit_734546207001_82d10f8f-6ff4-4a37-ae6a-2cdaed14f7b9_main_1280x720_4m991ms_match_image.jpg,"[73, 230, 211]"
2019-12-19T09:46:57-08:00,present,usatoday,https://www.usatoday.com/story/news/politics/2019/12/18/trump-impeachment-tulsi-gabbard-vote-present-house/2695437001/,"https://www.gannett-cdn.com/presto/2019/10/16/USAT/a399ba8d-8f3c-4dc2-85e5-dc863e01fdac-AP_Election_2020_Debate.jpg?crop=3398,1912,x0,y0&amp;width=3200&amp;height=1801&amp;format=pjpg&amp;auto=webp","[74, 186, 230]"
2019-12-12T06:55:40-08:00,"Inspector General (IG) Michael Horowitz testified before the Senate Judiciary Committee on Wednesday, making crystal clear what he wrote in his report: The FBI investigation into the 2016 Trump campaign's possible collusion with Russia was not politically motivated, but agents involved in the probe made significant and appalling mistakes.",reason,https://reason.com/2019/12/11/ig-michael-horowitz-testimony-fbi-carter-page-media/,https://d2eehagpk5cl65.cloudfront.net/img/q60/uploads/2019/12/sfphotosfour379608.jpg,"[75, 230, 79]"
2019-11-11T06:24:02-08:00,"AUSTIN, Texas – A lawyer, a teacher, a graduate student and an undergraduate gathered in a 6th-floor courtroom one recent afternoon to discuss their common dreams and nightmares. The dreams are of futures in the United States filled with college degrees and successful careers, home ownership and happy families. The nightmares are of losing their college loans, driver's",usatoday,https://www.usatoday.com/story/news/politics/2019/11/11/supreme-court-hears-daca-challenge-700000-dreamers/2533001001/,"https://www.gannett-cdn.com/presto/2019/11/10/USAT/d04130ff-e68c-4507-8607-7a141d4906f5-XXX_sd__SCOTUS_DACA_21519_.jpg?crop=2999,1687,x0,y222&amp;width=2999&amp;height=1687&amp;format=pjpg&amp;auto=webp","[76, 230, 19]"
2019-11-21T07:34:08-08:00,"President Trump on Wednesday said that Ambassador to the European Union Gordon Sondland’s testimony before the House Intelligence Committee should exonerate him of any claims of wrongdoing in the ongoing impeachment inquiry into him. Speaking to reporters before departing on a scheduled trip to Texas, Trump claimed that Sondland’s testimony means “it’s all over” for the",foxnews,https://www.foxnews.com/politics/trump-says-its-all-over-for-impeachment-inquiry-after-sondland-testimony,https://media2.foxnews.com/BrightCove/694940094001/2019/11/20/694940094001_6106682672001_6106680853001-vs.jpg,"[77, 198, 94]"
2019-02-14T17:53:41-08:00,"We have a national emergency, all right. Its name is Donald Trump, and it is a force of mindless, pointless disruption.",washingtonpost,https://www.washingtonpost.com/opinions/we-have-a-national-emergency-all-right-its-name-is-donald-trump/2019/02/14/dffc5298-30a9-11e9-8ad3-9a5b113ecd3c_story.html?utm_term=.669834e0d0e4,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/SRCR3YBQVUI6TAJ2BKZPC7RQLM.jpg&amp;w=1440,"[78, 216, 230]"
2017-05-11T14:14:08-07:00,"Acting FBI Director Andrew McCabe robustly defended his former boss before the Senate Intelligence Committee Thursday, rebutting charges from the White House that agents from the nation’s leading law enforcement agency had lost faith in James B. Comey.",washingtontimes,http://www.washingtontimes.com/news/2017/may/11/andrew-mccabe-contradicts-white-house-james-comey-/,https://twt-thumbs.washtimes.com/media/image/2017/05/11/Trump_FBI_84954.jpg-b7e80_c0-0-5264-3070_s1200x700.jpg?482f8a813af05043a678cc3dc0414a259945e61c,"[79, 230, 198]"
2019-02-14T17:51:36-08:00,to ensure we stop the national security and humanitarian crisis at the border.,nbcnews,https://www.nbcnews.com/politics/congress/dangerous-abuse-lawless-bipartisan-attack-trump-national-emergency-declaration-n971826,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2019_09/2753956/190214-nancy-pelosi-ew-437p.jpg","[80, 95, 230]"
2019-08-21T08:12:02-07:00,There's no hyperbole in stating that the 2016 Hillary Clinton-vs.-Donald Trump presidential race has been the craziest we've covered. But does the stability (of a Clinton lead) change after FBI Director James Comey's bombshell Friday that his organization learned of the existence of new emails that appear &quot;pertinent&quot; to its previous investigation into Clinton's email practices?,nbcnews,http://www.nbcnews.com/politics/first-read/will-comey-bombshell-really-shake-2016-race-n675606,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2016_44/1775671/161031-clinton-rally-supporters-1155a.jpg","[81, 230, 19]"
2021-01-07T17:09:40-08:00,The mob violence that rampaged through the U.S. Capitol Wednesday shattered stately doors and windows and trampled on the long-cherished national ideal that the United States of America is exceptional for its peaceful transition of governing power.,csmonitor,https://www.csmonitor.com/USA/Politics/2021/0106/Is-this-America-A-breach-in-peaceful-transition-of-power,https://images.csmonitor.com/csm/2021/01/0106%20Congress_Electoral_College.2.jpg?alias=standard_900x600,"[82, 230, 19]"
2019-08-28T18:32:02-07:00,"Klik hier voor de Nederlandse vertaling. The increase in fires burning in Brazil set off a storm of international outrage last week. Celebrities, environmentalists, and political leaders blame Brazilian president, Jair Bolsonaro, for destroying the world’s largest rainforest, the Amazon, which they say is the “lungs of the world.”",forbes,https://www.forbes.com/sites/michaelshellenberger/2019/08/26/why-everything-they-say-about-the-amazon-including-that-its-the-lungs-of-the-world-is-wrong/#5ccb69c75bde,https://imageio.forbes.com/blogs-images/michaelshellenberger/files/2019/08/Screen-Shot-2019-08-25-at-10.30.22-PM.png?format=png&amp;width=1200,"[83, 230, 19]"
2022-05-12T01:54:56-07:00,"In the story by Franz Kafka, “In the Penal Colony,” an officer was standing next to a lethal punishing machine. When asked about his qualifications, he explained simply, “My guiding principle is this: Guilt is never to be doubted.” It seems many in Washington can claim the same Kafkaesque qualification this week when it comes to Attorney General William Barr.",thehill,https://thehill.com/opinion/judiciary/483440-in-defense-of-william-barr,https://thehill.com/wp-content/uploads/sites/2/2019/05/barrwilliam_050919gn3_lead.jpg?w=1280,"[84, 103, 198]"
2020-02-06T07:19:34-08:00,“The law is for suckers.” That has been the credo of Donald Trump throughout his personal and business life.,slate,https://slate.com/news-and-politics/2020/02/trump-impeachment-acquittal-law-is-for-suckers.html,https://compote.slate.com/images/5f6f736c-6ab8-4af5-ad67-7a2175a1302a.jpeg?width=1560&amp;rect=1560x1040&amp;offset=0x0,"[85, 95, 198]"
2018-11-15T13:21:32-08:00,A federal judge postponed until Friday a decision on whether the White House violated the First Amendment by taking away a CNN reporter’s press pass after his contentious exchange with President Donald Trump.,usatoday,https://www.usatoday.com/story/news/2018/11/15/judge-rule-friday-cnn-white-house-credential/2014447002/,"https://www.gannett-cdn.com/presto/2018/11/13/USAT/1011e71a-f7e6-44cb-b92c-85c71df1df28-AP_Trump.JPG?crop=5339,3003,x0,y57&amp;width=3200&amp;height=1800&amp;format=pjpg&amp;auto=webp","[86, 19, 3]"
2020-10-02T11:53:58-07:00,"As news emerged that US President Donald Trump and his wife Melania had tested positive for coronavirus, the story shot to the top of every news agenda worldwide. It's just 32 days until Americans cast their votes in the race for the White House - and this is a seismic development. World leaders were quick to send the Trumps their well-wishes, with India's Twitter-loving Prime",bbc,https://www.bbc.com/news/world-us-canada-54376618,https://ichef.bbci.co.uk/news/1024/branded_news/145AC/production/_114727338_trumpgetwell.jpg,"[87, 211, 230]"
2016-11-02T10:22:46-07:00,Ninth in a 10-part weekly series. The Politics of US looks at polarizing topics to help deepen understanding of the issues – and respect for those with differing views. This installment looks at pockets of America where civility is prevailing.,csmonitor,http://www.csmonitor.com/USA/Politics/2016/1102/The-Politics-of-US-Bridging-divides,https://images.csmonitor.com/csm/2016/11/1011393_1_111-flag_standard.jpg?alias=standard_900x600,"[88, 230, 19]"
2019-12-12T06:46:35-08:00,"Justice Department Inspector General Michael Horowitz delivered scathing testimony Wednesday about the FBI’s missteps in applying for a warrant to surveil a former Trump campaign adviser. Horowitz was grilled for nearly six hours by lawmakers on the Senate Judiciary Committee, with Republicans and Democrats using their time to advance competing narratives about the FBI’s",thehill,https://thehill.com/homenews/senate/474199-inspector-general-testifies-on-fbi-failures-five-takeaways,https://thehill.com/wp-content/uploads/sites/2/2019/12/horowitzmichael_121119gn15_lead.jpg?w=1280,"[89, 65, 172]"
2019-12-12T06:57:53-08:00,WASHINGTON (AP) — The Justice Department’s internal watchdog was caught in a political tug of war Wednesday as Republican and Democratic senators used his report on the origins of the Russia investigation involving Donald Trump’s 2016 campaign to support their views that it was a legitimate probe or a badly bungled farce.,apnews,https://apnews.com/f2d8d48dede72f5ceb9883e97818caa2,https://storage.googleapis.com/afs-prod/media/44e0c15e4a8749368f0be571ca57d043/3000.jpeg,"[90, 198, 95]"
2022-05-12T01:54:56-07:00,"WASHINGTON – President Donald Trump praised Attorney General William Barr on Tuesday, brushing aside earlier criticism in which Barr asserted the president's Twitter posts on criminal cases were making it &quot;impossible for me to do my job.&quot; &quot;I do make his job harder. I do agree with that,&quot; Trump told reporters at Joint Base Andrews, where the president was preparing to fly to",usatoday,https://www.usatoday.com/story/news/politics/2020/02/18/donald-trump-praises-ag-william-barr-says-i-do-make-his-job-harder/4795212002/,"https://www.gannett-cdn.com/presto/2020/02/18/USAT/97cf5a6a-a0a2-4962-9dd0-122cb0f7d87a-TRUMP3_AP_Trump.JPG?crop=3389,1907,x0,y172&amp;width=3200&amp;height=1801&amp;format=pjpg&amp;auto=webp","[91, 175, 19]"
2020-10-06T14:45:46-07:00,"People who hate wearing face masks argue that they should have the freedom to get sick if they want to. It’s the same with people who refuse to get vaccinated. It’s their God-given right to take these health risks ― never mind the harm they’re doing to other people with their actions. When President Donald Trump returned to the White House Monday night, he removed his mask on",huffpost,https://www.huffpost.com/entry/trump-doesnt-care-if-you-die-coronavirus_n_5f7c92cec5b61229a057ed55,https://img.huffingtonpost.com/asset/5f7c94df2400009da91ee908.jpeg?cache=IZa9GD9q8z&amp;ops=1200_630,"[92, 230, 19]"
2019-07-12T10:05:37-07:00,"President Donald Trump dinged big tech companies Thursday while praising various conservative figures who he believes are being unfairly discriminated against on social media platforms. “Some of you are extraordinary. The crap you think of is unbelievable,” Trump said during a White House social media summit, which included conservative personalities like Project Veritas’",dailycaller,https://dailycaller.com/2019/07/11/trump-conservatives-big-tech/,https://cdn01.dailycaller.com/wp-content/uploads/2019/07/Trump-e1562880868318.jpg,"[93, 19, 3]"
2019-07-12T10:01:07-07:00,"President Trump assailed Facebook, Google and Twitter on Thursday — accusing them of exhibiting “terrible bias” and silencing his supporters — at a White House “Social Media Summit” that critics chastised for giving a prominent stage to some of the Internet’s most controversial, incendiary voices.",washingtonpost,https://www.washingtonpost.com/technology/2019/07/11/we-will-not-let-them-get-away-with-it-trump-threatens-social-media-ahead-white-house-summit/?utm_term=.1d03f8b6b235,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/V7CZYAVD2AI6TJ3H26VYJLXT5E.jpg&amp;w=1440,"[94, 198, 157]"
2019-12-26T06:05:07-08:00,"Washington (CNN)The House still seeks former White House counsel Don McGahn's testimony and secrets from former special counsel Robert Mueller's investigation, saying that Mueller's work is relevant in a Senate trial of President Donald Trump and that the President could face more articles of impeachment in the future because he is still under investigation",cnn,https://www.cnn.com/2019/12/23/politics/don-mcgahn-testimony-white-house/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/191125101752-01-don-mcgahn-file.jpg?q=x_0,y_156,h_1688,w_3000,c_crop/w_800","[95, 230, 19]"
2016-10-12T07:31:05-07:00,Sixth in a 10-part weekly series. The Politics of US looks at polarizing topics to help deepen understanding of the issues – and respect for those with differing views. This installment examines why the partisan divide on climate change has widened in recent years.,csmonitor,http://www.csmonitor.com/USA/Politics/2016/1012/The-Politics-of-US-Climate-change,https://images.csmonitor.com/csm/2016/10/1007843_1_1011-climatechange_standard.jpg?alias=standard_900x600,"[96, 19, 3]"
2019-09-26T07:20:09-07:00,unprecedented.,foxnews,https://www.foxnews.com/politics/acting-dni-director-maguire-to-testify-before-house-intel-amid-ukraine-whistleblower-complaint-fallout,https://media2.foxnews.com/BrightCove/694940094001/2019/09/26/694940094001_6089748629001_6089748814001-vs.jpg,"[97, 7, 198]"
2017-10-19T15:55:46-07:00,"The Trump administration’s approach to the Iran deal is problematic, as it is taken out of the context of the multiple conflicts raging throughout the Middle East, the extent to which Iran is involved, and the role it can play in resolving them, including the conflicts in Syria, Yemen, Iraq and Lebanon.",huffingtonpost,https://www.huffingtonpost.com/entry/congress-dont-tamper-with-the-iran-deal-build-on_us_59e8d38ee4b077c789918b52,https://img.huffingtonpost.com/asset/59e9038e140000590d8c8bc2.jpeg?cache=POE9MaxCjl&amp;ops=1200_630,"[98, 230, 211]"
2019-06-21T11:42:49-07:00,"The news that President Trump ordered strikes on Iran, only to reverse himself at the last minute, provides an occasion to revisit the big story that Trump told in the course of getting elected to the most powerful position on Earth.",washingtonpost,https://www.washingtonpost.com/opinions/2019/06/21/trumps-iran-reversal-exposes-one-his-most-dangerous-lies/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/WIVVRFEUFEI6TFLKRDBJDK24HA.jpg&amp;w=1440,"[99, 198, 103]"
2022-05-12T01:50:41-07:00,Democrats are roasting President Trump this week for his cancellation of a planned summit with Taliban leaders whose aim was to finalize a peace deal for Afghanistan. Presidential candidate Amy Klobuchar said Trump was conducting foreign policy as if it were “a game show.” But the bottom line about Trump’s decision is that it was correct.,nypost,https://nypost.com/2019/09/09/in-walking-away-from-taliban-deal-trump-showed-wisdom-obama-never-had/,https://nypost.com/wp-content/uploads/sites/2/2019/09/taliban-donald-trump.jpg?quality=75&amp;strip=all&amp;w=1024,"[100, 230, 19]"
2022-09-01T07:57:49-07:00,"Former President Donald Trump's legal team will square off against the U.S. Justice Department in federal court on Thursday, in a bid to convince a judge to appoint a special master to review the materials the FBI seized from Trump's Florida estate. The hearing comes less than two days after prosecutors laid out fresh details about their ongoing criminal investigation into",reuters,https://www.reuters.com/world/us/us-justice-dept-face-off-against-trump-legal-team-over-seized-records-2022-09-01/,https://www.reuters.com/resizer/MlHo3NZMvqKbE_FPUWM0oonXWY4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E4E4PJIF7BKCREH33DDWEJAMU4.jpg,"[101, 211, 19]"
2018-03-15T17:16:10-07:00,"On Monday, Rex Tillerson, the departing Secretary of State, cut short a visit to Africa to fly back to Washington. Before he left, he remarked that the nerve-gas attack recently carried out on a former Russian spy in Salisbury, England, was a “really egregious act,” but he also said it wasn’t entirely clear who was responsible. Later on Monday, though, the State Department",newyorker,https://www.newyorker.com/news/our-columnists/rex-tillerson-gets-fired-the-day-after-he-criticized-russia,"https://media.newyorker.com/photos/5aa7fb223d90e518251594d5/16:9/w_1280,c_limit/Cassidy-Rex-Tillerson-Fired-The-Day-Affter-Criticizing-Russia.jpg","[102, 19, 3]"
2019-12-26T06:07:32-08:00,WASHINGTON (AP) — The House Judiciary Committee held open the possibility Monday of recommending additional articles of impeachment against President Donald Trump as it pressed anew for the testimony of former White House counsel Don McGahn.,apnews,https://apnews.com/867403d69b0135e020b7d5a1963f2033,https://storage.googleapis.com/afs-prod/media/9a8f4b572b42477a93e7e15fe636f6b1/3000.jpeg,"[103, 198, 143]"
2019-07-12T10:06:14-07:00,"It was a fracas at the White House! President Trump’s Social Media Summit on Thursday almost descended into a brawl when Sebastian Gorka got into a brief shouting match with a White House reporter in the Rose Garden. Gorka, a former adviser to Trump, was sitting near the front row with several social media provocateurs during Trump’s announcement about the census while the",nypost,https://nypost.com/2019/07/11/trumps-social-media-summit-nearly-descends-into-brawl-in-rose-garden/,https://nypost.com/wp-content/uploads/sites/2/2019/07/sebastian-gorka.jpg?quality=75&amp;strip=all&amp;w=1024,"[104, 19, 3]"
2022-07-20T12:44:42-07:00,"Donald Trump traveled to Youngstown, Ohio, to deliver what was billed as a “major” speech on how to deal with the threat posed by the Islamic State terrorist group, a.k.a. ISIS. For reasons known only to Trump, he continued to repeat false statements that have been repeatedly debunked in the past. So here’s a roundup of some of the more notable claims made in the speech.",washingtonpost,https://www.washingtonpost.com/news/fact-checker/wp/2016/08/16/fact-checking-donald-trumps-major-speech-on-the-islamic-state/?hpid=hp_rhp-top-table-main_factchecker-610a-top%3Ahomepage/story,https://www.washingtonpost.com/wp-apps/imrs.php?src=http://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/08/15/National-Enterprise/Images/2016-08-15T185107Z_01_ET402_RTRIDSP_3_USA-ELECTION-TRUMP-0883.jpg&amp;w=1440,"[105, 134, 230]"
2019-03-28T14:19:22-07:00,"The world got its first glimpse on Sunday into the investigation that has cast a cloud over Donald Trump's presidency. After two days reading through Special Counsel Robert Mueller's confidential report, Attorney General William Barr sent a letter to Congress offering a summary of the investigation into Russian interference in the 2016 presidential election and possible links",usatoday,https://www.usatoday.com/story/news/2019/03/23/robert-mueller-report-heres-what-we-know-and-dont-know/3251011002/,"https://www.gannett-cdn.com/presto/2019/03/24/USAT/bd842bcd-176b-4cdb-94a7-019b5df7267f-GTY_1137965564.JPG?crop=3265,1827,x0,y0&amp;width=3200&amp;height=1791&amp;format=pjpg&amp;auto=webp","[106, 198, 94]"
2022-10-06T07:33:05-07:00,"That Donald Trump files frivolous lawsuits aimed at intimidating his critics and rallying his supporters is not something that’s in any legitimate dispute. Over and over, his lawsuits have failed in court — particularly when the target has been election results or media companies.",washingtonpost,https://www.washingtonpost.com/politics/2022/10/04/trump-lawsuit-cnn/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/2BXW5KCDLUI63PQXRHF6NOGAUU.jpg&amp;w=1440,"[107, 230, 211]"
2022-07-14T06:38:22-07:00,"Nearly two-thirds of Americans say President Biden should not run for a second presidential term, new polling shows. A Yahoo News-YouGov poll released Wednesday found that just 18 percent of Americans support a 2024 run for Biden, what the report calls “the lowest number to date.” More Democratic respondents say they are against a Biden reelection bid than for it, with 41",thehill,https://thehill.com/homenews/campaign/3557596-support-for-biden-reelection-bid-at-record-low-poll/,https://thehill.com/wp-content/uploads/sites/2/2022/07/bidenairforce1_071322ap.jpg?w=1280,"[108, 230, 19]"
2018-03-15T17:14:22-07:00,Secretary of State Rex Tillerson was fired via Twitter after returning from an Africa trip during which he was out of the loop on North Korean talks and contradicted the White House position on Russia's responsibility for poisoning a former double agent in the United Kingdom.,usatoday,https://www.usatoday.com/story/news/politics/2018/03/13/why-secretary-state-rex-tillerson-fired-now-and-what-analysis-why-now-and-what-means-going-ahead-kor/417732002/,https://www.gannett-cdn.com/-mm-/967f35993c95cad703531f3c31cec8699fc376ef/c=1563-279-4746-2077/local/-/media/2018/03/13/USATODAY/USATODAY/636565312866197173-EPA-KENYA-USA-DIPLOMACY-98286991.JPG?width=3183&amp;height=1798&amp;fit=crop&amp;format=pjpg&amp;auto=webp,"[109, 19, 3]"
